transaction_id,customer_id,timestamp,amount,merchant_category,location_country,card_present,is_fraud,datetime,hour_of_day,day_of_week,weekend,customer_avg_monthly_spending,amount_to_avg_ratio,transaction_velocity,days_since_last_transaction
T00006448,5823,1740873189,17.078903105895243,utilities,France,True,0,2025-03-01 23:53:09,23,5,1,151.654775447629,0.112616981928097,6,6
T00002267,1841,1741512151,107.39531349827598,grocery,Poland,False,0,2025-03-09 09:22:31,9,6,1,164.01503224229126,0.6547894545399121,8,6
T00001213,6164,1741611867,41.70299153798016,online_retail,Poland,True,0,2025-03-10 13:04:27,13,0,0,139.01973869161066,0.2999789233562758,5,1
T00000796,2122,1742839503,60.066795754649384,restaurant,Poland,True,0,2025-03-24 18:05:03,18,0,0,93.49063192645357,0.6424899962372939,6,12
T00002396,1460,1742185920,119.26889780894697,restaurant,Spain,False,0,2025-03-17 04:32:00,4,0,0,211.32290119464267,0.5643917300713767,2,21
T00002786,1079,1741554123,79.26622221512307,restaurant,Poland,True,0,2025-03-09 21:02:03,21,6,1,53.32558313309881,1.4864576729949173,1,4
T00008179,9051,1741024292,78.98142178014794,restaurant,UK,True,0,2025-03-03 17:51:32,17,0,0,62.061247820995234,1.2726367025032428,8,6
T00006152,5641,1741240231,90.00684659194076,online_retail,Germany,True,0,2025-03-06 05:50:31,5,3,0,168.41807254834205,0.534425107888024,6,14
T00003963,9865,1741122512,79.25656661185633,grocery,Poland,True,0,2025-03-04 21:08:32,21,1,0,238.69066219018777,0.3320472023690018,8,25
T00000630,8769,1741976187,99.12910403208866,grocery,Poland,True,0,2025-03-14 18:16:27,18,4,0,90.28997307452977,1.0978971491138074,8,14
T00001348,7364,1741811426,131.91731768148546,entertainment,France,True,0,2025-03-12 20:30:26,20,2,0,135.60652897670101,0.9727947369270884,7,19
T00005598,2178,1743417494,18.74941469740732,entertainment,Poland,True,0,2025-03-31 10:38:14,10,0,0,177.90947531431763,0.10538738683975211,8,22
T00003214,1754,1741291777,71.59040556155745,grocery,Poland,True,0,2025-03-06 20:09:37,20,3,0,262.6156787355185,0.27260522260613573,6,24
T00009708,7858,1742067234,242.40660515605938,entertainment,Poland,True,0,2025-03-15 19:33:54,19,5,1,220.195966610882,1.1008675993799049,5,22
T00003877,1096,1742580021,27.107516604423637,restaurant,Poland,True,0,2025-03-21 18:00:21,18,4,0,84.80709634863292,0.31963736257385267,7,21
T00002515,5677,1741702803,142.32372474698013,online_retail,Poland,False,0,2025-03-11 14:20:03,14,1,0,182.62845518359077,0.7793074995016875,8,3
T00002560,9347,1742229746,335.2939918511428,online_retail,France,False,0,2025-03-17 16:42:26,16,0,0,194.48312986494037,1.724026099764998,3,0
T00007035,4986,1741593995,9.843169115739567,grocery,Germany,False,0,2025-03-10 08:06:35,8,0,0,140.49677568063402,0.07005975096620201,7,16
T00000749,1733,1742333755,33.722861910335695,utilities,Germany,True,0,2025-03-18 21:35:55,21,1,0,267.7682828368192,0.12594046446825355,2,28
T00004584,7574,1741034789,72.25330252209662,transport,Poland,True,0,2025-03-03 20:46:29,20,0,0,211.47171247720337,0.3416688770129741,9,18
T00004698,1490,1742754452,37.46849675816916,grocery,Poland,True,0,2025-03-23 18:27:32,18,6,1,134.49606043828825,0.2785843439285055,8,5
T00000896,4999,1741541908,23.387970911324338,restaurant,Spain,True,0,2025-03-09 17:38:28,17,6,1,121.30466726518176,0.1928035535532722,6,25
T00008840,2906,1743060383,51.69799941524265,utilities,UK,True,0,2025-03-27 07:26:23,7,3,0,189.49332267203314,0.27282227514010776,9,1
T00006893,6987,1741413361,14.518660117545787,entertainment,Germany,True,0,2025-03-08 05:56:01,5,5,1,160.14107379264058,0.09066168830830584,1,6
T00006390,2492,1742262506,27.585962442629295,restaurant,Poland,True,0,2025-03-18 01:48:26,1,1,0,168.49620794135154,0.16371859509284112,1,29
T00007142,1305,1741819681,137.26576315508154,utilities,Poland,True,0,2025-03-12 22:48:01,22,2,0,180.92348826664394,0.7586950952038913,6,3
T00001197,8365,1742639862,233.72615396989895,restaurant,Germany,False,0,2025-03-22 10:37:42,10,5,1,114.3538972117325,2.043884464533309,8,20
T00006501,7814,1742589579,171.30183207535376,entertainment,Germany,False,0,2025-03-21 20:39:39,20,4,0,157.2544090915841,1.0893292790003013,8,14
T00004575,2075,1743245414,48.96266613361458,restaurant,Poland,True,0,2025-03-29 10:50:14,10,5,1,190.46229489556123,0.25707275112096567,5,20
T00003853,1345,1741509622,44.44744167258552,utilities,Poland,True,0,2025-03-09 08:40:22,8,6,1,67.13865226271454,0.6620246337186219,4,9
T00004115,9386,1741788242,33.06021439456125,online_retail,Poland,True,0,2025-03-12 14:04:02,14,2,0,124.20043263561047,0.2661843738624973,3,17
T00005761,1992,1743193900,52.383689892267896,entertainment,Poland,True,0,2025-03-28 20:31:40,20,4,0,148.46580991927118,0.35283335550960665,7,21
T00005479,6216,1742755810,96.21757960169941,utilities,Poland,True,0,2025-03-23 18:50:10,18,6,1,98.72244442390722,0.974627200158739,3,9
T00006029,7870,1741579703,304.5035339807826,restaurant,Poland,True,0,2025-03-10 04:08:23,4,0,0,85.37695635909134,3.566577528250779,4,26
T00000262,7916,1742562325,34.125030010415585,online_retail,Poland,True,0,2025-03-21 13:05:25,13,4,0,116.4378694328981,0.29307501225004357,2,6
T00002625,1157,1743190950,96.41143968048638,grocery,Poland,True,0,2025-03-28 19:42:30,19,4,0,142.18998306495158,0.6780466359324776,9,27
T00008705,2752,1741326234,21.231523983474833,grocery,Poland,False,0,2025-03-07 05:43:54,5,4,0,172.75401436307976,0.12290032195056384,5,2
T00000367,6203,1740857908,166.40306034507373,restaurant,Poland,False,0,2025-03-01 19:38:28,19,5,1,59.49855535532156,2.796757994397096,2,16
T00000950,3538,1742724880,30.055611265896466,restaurant,Poland,False,0,2025-03-23 10:14:40,10,6,1,118.77570390939437,0.2530451117243959,8,15
T00007118,3389,1741873386,17.471576555759114,restaurant,Poland,True,0,2025-03-13 13:43:06,13,3,0,189.8221702114263,0.09204181227250248,5,3
T00007056,9534,1742895931,64.41687616640483,online_retail,Poland,True,0,2025-03-25 09:45:31,9,1,0,172.21438674058857,0.37405049244484906,4,1
T00004014,3706,1742578656,118.29216524873931,online_retail,Poland,True,0,2025-03-21 17:37:36,17,4,0,199.88984907700942,0.591786755530373,3,26
T00007930,9454,1741740060,262.7106386109157,transport,Poland,True,0,2025-03-12 00:41:00,0,2,0,116.09326780121356,2.2629274167797133,5,29
T00002194,4252,1741379031,145.74744778112728,grocery,Poland,True,0,2025-03-07 20:23:51,20,4,0,126.88588060033113,1.148649850492088,2,18
T00008791,5307,1743168711,171.9202139169963,utilities,Poland,False,0,2025-03-28 13:31:51,13,4,0,255.60285864296375,0.6726067729826969,2,27
T00002263,1937,1742107787,79.11304364635977,restaurant,Poland,True,0,2025-03-16 06:49:47,6,6,1,116.03845076456848,0.6817830049013062,1,5
T00006103,5778,1741582814,71.11536022441858,grocery,Poland,False,0,2025-03-10 05:00:14,5,0,0,174.68053101743686,0.40711669360176,2,13
T00001935,8576,1742735077,23.146662687040838,grocery,Poland,True,0,2025-03-23 13:04:37,13,6,1,189.8789109583711,0.1219022300592165,3,24
T00005299,4555,1740875632,122.72009701737716,online_retail,UK,True,0,2025-03-02 00:33:52,0,6,1,146.8235239715438,0.8358340250787184,2,29
T00001716,3580,1741976429,174.11071646220572,online_retail,Poland,True,0,2025-03-14 18:20:29,18,4,0,81.13837849902161,2.145849099810458,5,9
T00007912,8160,1741669681,79.313531364962,grocery,Germany,True,0,2025-03-11 05:08:01,5,1,0,110.09792214967445,0.7203908104381653,2,7
T00004204,1505,1742745592,226.9844341164355,grocery,Poland,True,0,2025-03-23 15:59:52,15,6,1,66.44298083808101,3.4162289417686997,2,24
T00002937,4174,1742707956,23.45862017424362,utilities,Poland,True,0,2025-03-23 05:32:36,5,6,1,170.29777261758286,0.13775059892839472,6,28
T00004938,9496,1741468512,23.392327235314447,transport,France,True,0,2025-03-08 21:15:12,21,5,1,87.27179102699759,0.26803995838790584,9,3
T00009645,1879,1742228042,196.72619207232688,online_retail,Poland,True,0,2025-03-17 16:14:02,16,0,0,92.87930553482994,2.118084227046187,8,10
T00009855,6972,1742033976,77.81376149941133,grocery,Poland,True,0,2025-03-15 10:19:36,10,5,1,246.96322621777983,0.3150823816611172,8,12
T00006436,4311,1741713636,153.66040181566194,entertainment,Poland,True,0,2025-03-11 17:20:36,17,1,0,78.00192336503048,1.969956575257353,8,27
T00004877,7032,1741074146,38.454290561311545,utilities,Spain,True,0,2025-03-04 07:42:26,7,1,0,98.94707545129529,0.38863493828314205,7,2
T00005081,6154,1742940210,49.41743979035888,restaurant,Poland,True,0,2025-03-25 22:03:30,22,1,0,303.08300640915695,0.16304919360489042,3,23
T00000566,1414,1740915880,101.02531381730113,grocery,Poland,False,0,2025-03-02 11:44:40,11,6,1,177.4017760750258,0.5694718285941852,3,27
T00002100,4416,1742153513,113.77635028990451,restaurant,France,False,0,2025-03-16 19:31:53,19,6,1,77.71939831588182,1.4639376108841353,8,29
T00002723,2706,1741301522,41.851313021410235,restaurant,Poland,True,0,2025-03-06 22:52:02,22,3,0,475.7620790857226,0.08796689534785197,8,28
T00000603,9210,1741075109,30.850634422630336,grocery,Poland,True,0,2025-03-04 07:58:29,7,1,0,230.53688236751137,0.133820819062911,8,27
T00001175,3778,1742917927,98.0685044385894,entertainment,Poland,True,0,2025-03-25 15:52:07,15,1,0,108.44914694298573,0.9042810128340274,6,3
T00001141,2080,1741548218,577.9638671720681,transport,Poland,True,0,2025-03-09 19:23:38,19,6,1,302.2062522497457,1.912481501853357,1,19
T00008980,4398,1742854450,66.13654433554223,grocery,Poland,True,0,2025-03-24 22:14:10,22,0,0,81.9245989036263,0.8072855432999229,8,27
T00007730,1004,1742028957,83.66213291893628,grocery,UK,True,0,2025-03-15 08:55:57,8,5,1,142.07501579958375,0.5888588676066252,7,16
T00001644,9380,1741645103,40.073652682569325,transport,Poland,True,0,2025-03-10 22:18:23,22,0,0,291.88080052215656,0.13729458262030272,7,13
T00003365,5038,1742089144,42.955105957992046,utilities,Poland,True,0,2025-03-16 01:39:04,1,6,1,227.78638759472207,0.18857626397946942,9,8
T00003187,4082,1743431147,86.21978555298934,transport,Germany,True,0,2025-03-31 14:25:47,14,0,0,97.01493516916732,0.8887269305766765,3,19
T00000794,7313,1742820884,27.331691390583064,utilities,Poland,True,0,2025-03-24 12:54:44,12,0,0,83.17631875482064,0.32859943550938897,9,23
T00009211,5623,1742406355,169.87349887909343,utilities,Poland,True,0,2025-03-19 17:45:55,17,2,0,116.0573104164351,1.4637035639509126,5,20
T00007722,2874,1743009391,132.34642134695522,grocery,Poland,False,0,2025-03-26 17:16:31,17,2,0,94.60123409949067,1.3989925459933061,1,2
T00003833,7624,1743230888,25.129996725672996,grocery,Poland,True,0,2025-03-29 06:48:08,6,5,1,224.9944086437976,0.11169164992654475,6,26
T00009294,8720,1743322519,63.206704785395864,grocery,Poland,True,0,2025-03-30 08:15:19,8,6,1,153.1219493122273,0.4127867041224285,5,15
T00008858,6076,1742055904,69.27019728115722,entertainment,Poland,True,0,2025-03-15 16:25:04,16,5,1,111.27880636283047,0.6224922745423604,3,1
T00006998,7019,1741625083,73.88976334913569,grocery,Spain,False,0,2025-03-10 16:44:43,16,0,0,139.9943119961631,0.5278054679190167,1,18
T00004895,3392,1743060866,3.47592365884521,grocery,Poland,False,0,2025-03-27 07:34:26,7,3,0,189.81884131629425,0.018311794734081715,3,26
T00009775,5394,1741002172,287.27706166260185,transport,Poland,True,0,2025-03-03 11:42:52,11,0,0,191.2586426649796,1.502034405659848,4,7
T00001158,7305,1742724706,26.979904756312532,grocery,France,True,0,2025-03-23 10:11:46,10,6,1,94.27701487683315,0.2861769095209478,5,14
T00004661,9235,1740867087,32.108271572199094,grocery,Poland,True,0,2025-03-01 22:11:27,22,5,1,168.38907072997176,0.190679070993199,6,0
T00006035,8931,1741274197,64.33409413339862,grocery,Spain,True,0,2025-03-06 15:16:37,15,3,0,70.12510866589173,0.9174188155617103,3,26
T00003374,5751,1740895371,64.22912943712667,grocery,Poland,True,0,2025-03-02 06:02:51,6,6,1,425.7141835974802,0.1508738301701885,9,12
T00009067,6109,1741266441,83.89393668468962,transport,Poland,True,0,2025-03-06 13:07:21,13,3,0,136.38793197868324,0.6151126090672144,7,12
T00003147,5577,1742787534,21.907864335423355,grocery,Poland,True,0,2025-03-24 03:38:54,3,0,0,330.0335986092069,0.06638070919974569,4,7
T00007503,6577,1741444547,25.5227959875708,entertainment,Poland,True,0,2025-03-08 14:35:47,14,5,1,114.32924587862598,0.22323943267032711,2,6
T00005040,4875,1741156518,9.227268564137557,restaurant,Poland,True,0,2025-03-05 06:35:18,6,2,0,74.21297902849027,0.12433497057967745,8,5
T00002169,1945,1742457541,41.33681053455106,online_retail,Poland,True,0,2025-03-20 07:59:01,7,3,0,176.68978627907575,0.23395133021023026,3,7
T00005828,2849,1742361087,15.269966939196294,restaurant,Poland,True,0,2025-03-19 05:11:27,5,2,0,73.01684825320795,0.2091293626676829,3,8
T00002644,6665,1740894444,104.87817163963823,restaurant,Germany,True,0,2025-03-02 05:47:24,5,6,1,202.57755659834564,0.5177186130622662,6,10
T00004992,4782,1742839044,20.608368321260258,online_retail,Poland,False,0,2025-03-24 17:57:24,17,0,0,209.83989759831223,0.09820996177147398,8,25
T00003278,4604,1741892729,51.22713596549003,grocery,Poland,False,0,2025-03-13 19:05:29,19,3,0,92.1788216105045,0.5557365029241412,8,3
T00001763,8093,1743353912,25.55343689583955,entertainment,Poland,True,0,2025-03-30 16:58:32,16,6,1,126.89564095821646,0.20137363823437918,2,12
T00000370,2230,1743413847,92.32386256442766,grocery,Poland,True,0,2025-03-31 09:37:27,9,0,0,103.46492424517268,0.8923203997680902,6,3
T00000457,8744,1742050402,102.51144613926847,grocery,Poland,True,0,2025-03-15 14:53:22,14,5,1,156.4871112018396,0.6550791649993944,5,9
T00007833,8420,1742105196,141.82186401288672,online_retail,Poland,True,0,2025-03-16 06:06:36,6,6,1,156.6554912085793,0.9053105187615651,1,8
T00003173,7326,1741850303,128.11619468773412,grocery,Germany,True,0,2025-03-13 07:18:23,7,3,0,89.53501446827018,1.430906058915493,6,6
T00003379,1937,1743334634,34.85524835337137,online_retail,Poland,True,0,2025-03-30 11:37:14,11,6,1,116.03845076456848,0.30037671240621366,5,8
T00007727,9860,1743392749,46.594252501397015,grocery,Poland,True,0,2025-03-31 03:45:49,3,0,0,186.88460686117972,0.24932097556867175,8,5
T00009177,6409,1742795983,124.30952177784063,transport,Poland,False,0,2025-03-24 05:59:43,5,0,0,154.86275844973494,0.8027076556187572,4,1
T00009080,6754,1742743084,129.05452692969237,entertainment,Poland,True,0,2025-03-23 15:18:04,15,6,1,134.29813114816986,0.9609554937686194,1,5
T00004533,8106,1741056443,58.7557461706573,grocery,Poland,False,0,2025-03-04 02:47:23,2,1,0,230.21679824631897,0.25521919607183474,2,18
T00009718,4057,1742626112,18.683480296482053,online_retail,Poland,True,0,2025-03-22 06:48:32,6,5,1,313.31467672655873,0.05963167921682716,2,23
T00006613,8790,1741845664,221.96622633498632,restaurant,Poland,True,0,2025-03-13 06:01:04,6,3,0,222.19821073289032,0.998955957398852,4,6
T00002497,6760,1742451629,35.44027020777706,grocery,UK,False,0,2025-03-20 06:20:29,6,3,0,227.76400597665338,0.15560083805081043,9,7
T00002249,2047,1743241889,23.29864056363424,grocery,Poland,True,0,2025-03-29 09:51:29,9,5,1,59.30739350112266,0.3928454647596882,1,18
T00003427,9726,1742063792,120.98336696954551,online_retail,Germany,True,0,2025-03-15 18:36:32,18,5,1,374.5526260866616,0.3230076591201183,4,21
T00006086,5627,1741148356,116.54196675831137,entertainment,Poland,True,0,2025-03-05 04:19:16,4,2,0,117.2350192582232,0.9940883491613943,8,12
T00003074,8994,1741971958,108.11156283019021,transport,Poland,True,0,2025-03-14 17:05:58,17,4,0,49.17653718593181,2.1984378936937077,9,18
T00006232,8094,1743258433,24.29447311537185,grocery,Poland,True,0,2025-03-29 14:27:13,14,5,1,105.59887433374826,0.23006375085579486,6,29
T00007506,6813,1742984828,37.51316406816643,grocery,Poland,True,0,2025-03-26 10:27:08,10,2,0,131.91686792542043,0.28436972964954416,8,11
T00002239,5901,1742226188,46.95021869352617,utilities,Poland,True,0,2025-03-17 15:43:08,15,0,0,306.15292045490276,0.1533554493740068,6,19
T00006997,8100,1740869038,37.84907059976678,grocery,Poland,True,0,2025-03-01 22:43:58,22,5,1,82.07002108906826,0.4611802226624295,8,6
T00002613,9898,1742543620,19.682963453081186,online_retail,Poland,True,0,2025-03-21 07:53:40,7,4,0,167.9157763658258,0.11721926241283818,5,11
T00008339,8125,1742770996,184.34060377588654,restaurant,Poland,True,0,2025-03-23 23:03:16,23,6,1,107.8770389048589,1.7088029635153772,6,15
T00006116,8713,1742909863,57.599165140407905,grocery,France,False,0,2025-03-25 13:37:43,13,1,0,61.948880270689614,0.929785411596217,3,5
T00008666,2013,1742900677,73.15117850311694,grocery,Poland,True,0,2025-03-25 11:04:37,11,1,0,212.41848618926508,0.34437293954698067,3,28
T00006466,1530,1741958476,19.643514250328387,restaurant,Spain,True,0,2025-03-14 13:21:16,13,4,0,168.73105927097635,0.11641907740756591,2,27
T00006365,6012,1742408804,221.624100395806,entertainment,Poland,True,0,2025-03-19 18:26:44,18,2,0,100.3577210195782,2.2083413029334404,7,19
T00005369,2772,1742317519,48.9175407366769,restaurant,Poland,True,0,2025-03-18 17:05:19,17,1,0,73.9410854598956,0.6615745553696117,3,24
T00003444,3934,1741815998,25.088437663820944,transport,Poland,True,0,2025-03-12 21:46:38,21,2,0,109.6172746125933,0.2288730289316888,1,21
T00001696,9025,1742207725,62.35919316001795,online_retail,Poland,True,0,2025-03-17 10:35:25,10,0,0,134.48375151007943,0.4636931410657754,3,7
T00001706,3004,1743424812,33.16605469301612,transport,UK,True,0,2025-03-31 12:40:12,12,0,0,109.98672279851894,0.3015459852710761,2,12
T00001979,3679,1741754838,31.135963425361027,transport,UK,True,0,2025-03-12 04:47:18,4,2,0,163.04916423629192,0.19096058278617475,5,29
T00005286,8687,1742308360,62.71710944324711,grocery,Poland,True,0,2025-03-18 14:32:40,14,1,0,53.965817454489816,1.162163613960585,2,27
T00003080,9827,1742267449,42.83998919852247,online_retail,Poland,True,0,2025-03-18 03:10:49,3,1,0,65.30639080136798,0.6559846390657542,5,8
T00001801,3227,1742516175,107.18942725935923,restaurant,UK,False,0,2025-03-21 00:16:15,0,4,0,157.04990339413408,0.6825182629393635,4,25
T00001732,1617,1742821511,23.175964929562205,utilities,Germany,False,0,2025-03-24 13:05:11,13,0,0,78.14641254175676,0.29657106674191036,3,19
T00009027,3466,1743057080,94.07341153279849,transport,Poland,False,0,2025-03-27 06:31:20,6,3,0,119.61116248337449,0.786493581197945,9,25
T00005144,1203,1741466497,106.102498434172,restaurant,Poland,True,0,2025-03-08 20:41:37,20,5,1,156.46366337301956,0.6781286858995289,3,29
T00005091,9065,1741083821,120.71139072238827,online_retail,Poland,True,0,2025-03-04 10:23:41,10,1,0,153.80232438780854,0.7848476360995538,5,14
T00003597,4743,1741554013,221.82411089405156,restaurant,Poland,False,0,2025-03-09 21:00:13,21,6,1,158.3111690880054,1.401190529840249,5,19
T00008073,5965,1741124599,60.040962850903284,online_retail,Poland,False,0,2025-03-04 21:43:19,21,1,0,96.01047481567207,0.6253584618363185,8,29
T00001143,4802,1741591670,71.19199904402727,transport,Poland,True,0,2025-03-10 07:27:50,7,0,0,53.22908594447455,1.3374642412287632,8,4
T00008836,2170,1742031660,87.13939422052026,restaurant,Poland,False,0,2025-03-15 09:41:00,9,5,1,77.82903539818969,1.1196257768671656,5,24
T00000872,9737,1742316759,45.73104508002839,grocery,Poland,True,0,2025-03-18 16:52:39,16,1,0,116.20396797359551,0.3935411662570734,3,9
T00004921,5164,1742839346,41.383068394075806,grocery,Poland,True,0,2025-03-24 18:02:26,18,0,0,136.69454005854263,0.30274119490326784,9,2
T00002121,2805,1741787804,32.694773361058715,online_retail,Poland,True,0,2025-03-12 13:56:44,13,2,0,86.30134063722171,0.3788443275579601,8,1
T00002716,9668,1742291725,140.11691362163626,entertainment,Poland,True,0,2025-03-18 09:55:25,9,1,0,100.59253933930023,1.3929155635391575,6,17
T00004633,6703,1741256954,67.62479416810471,utilities,France,False,0,2025-03-06 10:29:14,10,3,0,127.24109841166766,0.5314697453280056,5,8
T00007457,1809,1742404558,40.784564925416625,entertainment,Spain,True,0,2025-03-19 17:15:58,17,2,0,117.46594033691468,0.3472033238608462,4,21
T00008076,3323,1740932059,87.01492430962,utilities,Poland,False,0,2025-03-02 16:14:19,16,6,1,136.2510237097443,0.6386368479328859,5,28
T00005400,7865,1742120072,23.96267219503924,grocery,France,True,0,2025-03-16 10:14:32,10,6,1,135.47081261102363,0.17688439105951986,4,10
T00003732,2772,1742362203,41.42169358490081,entertainment,Poland,True,0,2025-03-19 05:30:03,5,2,0,73.9410854598956,0.5601986139000791,3,25
T00008437,8384,1743344721,77.13195226189583,transport,France,True,0,2025-03-30 14:25:21,14,6,1,57.24341885326988,1.347437903029614,1,29
T00005472,9937,1741596593,210.72652613463646,restaurant,Poland,True,0,2025-03-10 08:49:53,8,0,0,141.232509758507,1.492053964734869,4,12
T00001570,6894,1741441078,20.857411108822426,grocery,Spain,False,0,2025-03-08 13:37:58,13,5,1,229.30986014756607,0.0909573234024922,6,20
T00006922,3281,1743258788,565.252271559026,grocery,Poland,True,0,2025-03-29 14:33:08,14,5,1,132.86272886932048,4.254408112563984,3,21
T00000977,6557,1742926111,46.21045096417046,grocery,Poland,False,0,2025-03-25 18:08:31,18,1,0,75.38598441324031,0.6129846459371081,7,26
T00005485,5498,1741059842,79.65732448731363,online_retail,Poland,False,0,2025-03-04 03:44:02,3,1,0,138.47263096678068,0.5752568137917685,5,15
T00006646,5677,1741560203,29.650704252677908,transport,Poland,False,0,2025-03-09 22:43:23,22,6,1,182.62845518359077,0.16235533626384216,2,28
T00009417,5815,1741144521,53.939289072382415,restaurant,Poland,False,0,2025-03-05 03:15:21,3,2,0,231.9407513731615,0.23255632635940438,1,26
T00003042,3650,1741376735,8.288021591173003,transport,Poland,True,0,2025-03-07 19:45:35,19,4,0,131.719564326064,0.06292172035018652,2,18
T00005024,4604,1742495790,41.35313956714252,entertainment,Poland,True,0,2025-03-20 18:36:30,18,3,0,92.1788216105045,0.4486186614738629,8,27
T00000710,8221,1742855195,74.51854309758926,transport,Poland,False,0,2025-03-24 22:26:35,22,0,0,276.6219690241628,0.2693876533395657,8,6
T00003474,3981,1742134064,75.1008665919765,grocery,UK,False,0,2025-03-16 14:07:44,14,6,1,122.51795698193183,0.6129784436664406,3,23
T00005368,2160,1743037738,103.23061402597774,transport,Poland,False,0,2025-03-27 01:08:58,1,3,0,205.60620738506626,0.5020792676392496,6,25
T00000886,8718,1741398596,102.26551823748346,grocery,Poland,True,0,2025-03-08 01:49:56,1,5,1,80.31993793618153,1.2732270575051847,9,4
T00000101,5202,1743109630,31.802631933880964,entertainment,Poland,False,0,2025-03-27 21:07:10,21,3,0,104.69186343860228,0.30377367341953915,9,21
T00007923,1764,1743037974,12.787585069429275,grocery,Poland,False,0,2025-03-27 01:12:54,1,3,0,167.47790586640414,0.07635386293658242,5,14
T00001996,3871,1743122065,23.15095917155266,grocery,Poland,True,0,2025-03-28 00:34:25,0,4,0,321.52232435957615,0.07200420442862208,8,3
T00006115,2815,1742041780,74.76187852803007,grocery,Poland,False,0,2025-03-15 12:29:40,12,5,1,280.61750893666374,0.2664191511474933,2,5
T00001551,7542,1742819764,56.06998809385859,entertainment,Poland,True,0,2025-03-24 12:36:04,12,0,0,119.44010621334019,0.4694402062378288,2,5
T00005116,3997,1743045601,26.566015238608205,transport,Spain,False,0,2025-03-27 03:20:01,3,3,0,134.6365079581927,0.1973165795926427,1,1
T00003400,1987,1742338931,134.58358860292768,grocery,Spain,True,0,2025-03-18 23:02:11,23,1,0,76.92430145966092,1.7495588006542153,7,21
